scenario_order,scenario_id,treatment_id,cell_id,observation_id,vintage_id,value_lexeme,synthetic,changed_vs_baseline
1,validation_001,B3,425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,b132d2fab33291e0733e,12.04,no,no
1,validation_001,B3,4aab4307f4906503d2a4,e06e475e6f5cb8748897,b132d2fab33291e0733e,-4.07,no,no
1,validation_001,B3,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,-3.26,no,no
1,validation_001,B3,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,13.10,no,no
1,validation_001,B3,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,19.25,no,no
1,validation_001,B3,7c1c5248808f73b2f3a6,b5718af8676ffae2106a,11e6733d4f82a796f7d5,1.19,yes,yes
1,validation_001,B3,7e097ceb497e25947325,d99bc3566095bc6ee582,9ab2011a3892edfac889,51.16,no,no
1,validation_001,B3,94651a48df17d3b56a1b,b55b4fefc9148be667c1,b132d2fab33291e0733e,1.15,no,no
1,validation_001,B3,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,-0.69,no,no
1,validation_001,B3,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,3.66,no,no
1,validation_001,B3,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,b132d2fab33291e0733e,4.14,no,no
2,validation_002,B0,05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,2.76,no,no
2,validation_002,B0,1c03a76cb6a98f53235d,09bd4158de9b28a03d83,b132d2fab33291e0733e,-1.17,no,no
2,validation_002,B0,3087bf08970908c509ca,df8ae4a2843995c9185d,b132d2fab33291e0733e,-0.19,no,no
2,validation_002,B0,425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,b132d2fab33291e0733e,12.04,no,no
2,validation_002,B0,4aab4307f4906503d2a4,e06e475e6f5cb8748897,b132d2fab33291e0733e,-4.07,no,no
2,validation_002,B0,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,-3.26,no,no
2,validation_002,B0,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,13.10,no,no
2,validation_002,B0,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,19.25,no,no
2,validation_002,B0,7c1c5248808f73b2f3a6,238bbedcececb0d35387,1b21698a044696991f6c,1.19,yes,yes
2,validation_002,B0,7e097ceb497e25947325,4a1084035729f4017f16,1b21698a044696991f6c,51.17,yes,yes
2,validation_002,B0,94651a48df17d3b56a1b,b55b4fefc9148be667c1,b132d2fab33291e0733e,1.15,no,no
2,validation_002,B0,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,-0.69,no,no
2,validation_002,B0,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,3.66,no,no
2,validation_002,B0,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,b132d2fab33291e0733e,4.14,no,no
2,validation_002,B1,05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,2.76,no,no
2,validation_002,B1,1c03a76cb6a98f53235d,09bd4158de9b28a03d83,b132d2fab33291e0733e,-1.17,no,no
2,validation_002,B1,3087bf08970908c509ca,df8ae4a2843995c9185d,b132d2fab33291e0733e,-0.19,no,no
2,validation_002,B1,425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,b132d2fab33291e0733e,12.04,no,no
2,validation_002,B1,4aab4307f4906503d2a4,e06e475e6f5cb8748897,b132d2fab33291e0733e,-4.07,no,no
2,validation_002,B1,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,-3.26,no,no
2,validation_002,B1,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,13.10,no,no
2,validation_002,B1,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,19.25,no,no
2,validation_002,B1,7c1c5248808f73b2f3a6,238bbedcececb0d35387,1b21698a044696991f6c,1.19,yes,yes
2,validation_002,B1,7e097ceb497e25947325,4a1084035729f4017f16,1b21698a044696991f6c,51.17,yes,yes
2,validation_002,B1,94651a48df17d3b56a1b,b55b4fefc9148be667c1,b132d2fab33291e0733e,1.15,no,no
2,validation_002,B1,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,-0.69,no,no
2,validation_002,B1,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,3.66,no,no
2,validation_002,B1,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,b132d2fab33291e0733e,4.14,no,no
2,validation_002,B2,05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,2.76,no,no
2,validation_002,B2,1c03a76cb6a98f53235d,5fab5a82719cacffcbe4,9ab2011a3892edfac889,-1.14,no,no
2,validation_002,B2,3087bf08970908c509ca,1721995859418ecf608c,9ab2011a3892edfac889,-0.21,no,no
2,validation_002,B2,425bfdd5ca02ab3e3cc1,69745dd19d776c69570e,9ab2011a3892edfac889,11.05,no,no
2,validation_002,B2,4aab4307f4906503d2a4,bc696217068415ca73e2,9ab2011a3892edfac889,-4.03,no,no
2,validation_002,B2,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,-3.26,no,no
2,validation_002,B2,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,13.10,no,no
2,validation_002,B2,71a013b45f47a8aefa7d,deabb3549fa520121850,9ab2011a3892edfac889,19.30,no,no
2,validation_002,B2,7c1c5248808f73b2f3a6,463dda3fe5140e2fbed2,9ab2011a3892edfac889,1.16,no,no
2,validation_002,B2,7e097ceb497e25947325,4a1084035729f4017f16,1b21698a044696991f6c,51.17,yes,yes
2,validation_002,B2,94651a48df17d3b56a1b,cfe502c53f19a90449e6,9ab2011a3892edfac889,1.13,no,no
2,validation_002,B2,af12d1ae8c1555d899be,69a1ecde0bf18c3a84ae,9ab2011a3892edfac889,-0.72,no,no
2,validation_002,B2,e33e2f8351747300cba7,356dadeceba952eb2a0c,9ab2011a3892edfac889,3.68,no,no
2,validation_002,B2,e4982bb0d13ac08094aa,f2b9db071dd4766d6307,9ab2011a3892edfac889,4.18,no,no
2,validation_002,B3,05ae4dff5d60b5021813,ad8a7f5c7869af674e3a,9ab2011a3892edfac889,2.76,no,no
2,validation_002,B3,1c03a76cb6a98f53235d,09bd4158de9b28a03d83,b132d2fab33291e0733e,-1.17,no,no
2,validation_002,B3,3087bf08970908c509ca,df8ae4a2843995c9185d,b132d2fab33291e0733e,-0.19,no,no
2,validation_002,B3,425bfdd5ca02ab3e3cc1,87cdfc70ee6d45666fec,b132d2fab33291e0733e,12.04,no,no
2,validation_002,B3,4aab4307f4906503d2a4,e06e475e6f5cb8748897,b132d2fab33291e0733e,-4.07,no,no
2,validation_002,B3,53b2a1ef09a68d6c5173,74fed6e1c3d917191be6,9ab2011a3892edfac889,-3.26,no,no
2,validation_002,B3,5b5eeef107bb6f124496,edde0b27f2f31f5fb962,9ab2011a3892edfac889,13.10,no,no
2,validation_002,B3,71a013b45f47a8aefa7d,4af2e0e7825c9f2ac443,b132d2fab33291e0733e,19.25,no,no
2,validation_002,B3,7c1c5248808f73b2f3a6,238bbedcececb0d35387,1b21698a044696991f6c,1.19,yes,yes
2,validation_002,B3,7e097ceb497e25947325,4a1084035729f4017f16,1b21698a044696991f6c,51.17,yes,yes
2,validation_002,B3,94651a48df17d3b56a1b,b55b4fefc9148be667c1,b132d2fab33291e0733e,1.15,no,no
2,validation_002,B3,af12d1ae8c1555d899be,d3d17696ddd6a7bcb743,b132d2fab33291e0733e,-0.69,no,no
2,validation_002,B3,e33e2f8351747300cba7,506a60e86fb32d9c608b,b132d2fab33291e0733e,3.66,no,no
2,validation_002,B3,e4982bb0d13ac08094aa,49b82f2b710bfb946f9f,b132d2fab33291e0733e,4.14,no,no
